,news_url,title,text,source_name,date,topics,sentiment,type,news_id,rank_score
85,https://www.cnbc.com/2019/09/09/netflix-seeing-significant-reacceleration-in-app-downloads-bofa.html,Netflix rises after Bank of America says there's 'reacceleration' in mobile app downloads,"Bank of America credited the highly-anticipated release of the third season of ""Stranger Things"" for helping drive the downloads.",CNBC,2019-09-09 09:34:00-04:00,[],Positive,Article,144405,8.81
86,https://www.cnbc.com/2019/09/07/dave-chappelles-netflix-special-is-offending-critics-but-viewers-dont-care.html,"Dave Chappelle's Netflix special is offending critics, but viewers don't care","While the critics may not have cared for ""Sticks and Stones,"" viewers gave it a 99% audience score on Rotten Tomatoes.",CNBC,2019-09-07 10:00:00-04:00,[],Neutral,Article,143894,6.56
87,https://www.fool.com/investing/2019/09/07/another-streaming-newcomer-undercuts-netflix.aspx,Another Streaming Newcomer Undercuts Netflix,Netflix has to be getting sick of this.,The Motley Fool,2019-09-07 08:18:00-04:00,[],Negative,Article,143887,6.16
88,https://seekingalpha.com/article/4290319-netflix-still-good-business,Netflix Is Still A Good Business,Netflix has made significant progress on profitability in recent years.,Seeking Alpha,2019-09-07 10:01:17-04:00,[],Positive,Article,143893,5.11
89,https://www.youtube.com/watch?v=kMwVIfHrOc8,How will Netflix continue to grow once Disney+ launches?,"How Netflix can take on Disney. With CNBC's Julia Boorstin and Melissa Lee, and the Fast Money traders, Tim Seymour, Brian Kelly, Dan Nathan and Guy Adami.",CNBC Television,2019-09-06 18:04:46-04:00,[],Neutral,Video,143781,6.54
90,https://www.fool.com/investing/2019/09/06/netflix-is-still-a-binge-thinker.aspx,Netflix Is Still a Binge Thinker,"The streaming video platform knows you want your new seasons all at once, but sometimes it has to borrow a trick from traditional media.",The Motley Fool,2019-09-06 17:05:00-04:00,[],Neutral,Article,143776,6.16
91,https://techcrunch.com/2019/09/05/netflix-officially-launches-a-latest-section-with-built-in-reminders/,Netflix officially launches a ‘Latest’ section with built-in reminders,"Last month, Netflix was spotted testing a new section in its TV app called “Latest,” which would connect viewers with a personalized list of upcoming content due to be released over the course of the current week and the next. Today, Netflix is formally announcing the launch of the feature with a focus on its […]",TechCrunch,2019-09-05 12:09:05-04:00,[],Positive,Article,142375,6.24
92,https://investorplace.com/2019/09/despite-launches-from-streaming-rivals-netflix-stock-will-soon-rebound/,"Despite Launches from Streaming Rivals, Netflix Stock Will Soon Rebound",The customer base may try out other services while keeping an inexpensive Netflix subscription. That could lead to strong revenue growth.,InvestorPlace,2019-09-05 05:16:03-04:00,[],Positive,Article,141756,5.74
93,https://investorplace.com/2019/09/3-threats-that-continue-to-weigh-netflix-stock-down/,3 Threats That Continue to Weigh Netflix Stock Down,"Netflix stock has recovered a little from its December 2018 selloff, but NFLX faces numerous threats before it may be considered a buy.
The post 3 Threats That Continue to Weigh Netflix Stock Down appeared first on InvestorPlace.",InvestorPlace,2019-09-04 13:43:11-04:00,[],Negative,Article,141319,5.74
94,https://www.reuters.com/article/us-netflix-turkey/netflix-applies-for-license-under-new-turkish-broadcasting-rules-idUSKCN1VO14R,Netflix applies for license under new Turkish broadcasting rules,"U.S. online streaming service Netflix  has applied for a license to continue operating in Turkey under new online broadcasting rules, the head of the country's television watchdog (RTUK) said on Tuesday.",Reuters,2019-09-03 07:33:34-04:00,[],Neutral,Article,139757,8.76
95,https://www.reuters.com/article/us-netflix-turkey/netflix-applies-for-turkish-online-broadcasting-license-tv-watchdog-idUSKCN1VO14R,Netflix applies for Turkish online broadcasting license: TV watchdog,The head of Turkey's television watchdog said on Tuesday that online streaming service Netflix  has applied for a license under the country's new online broadcasting guidelines.,Reuters,2019-09-03 06:48:16-04:00,[],Neutral,Article,139712,6.51
96,https://www.fool.com/investing/2019/08/30/netflix-stock-below-300-buy-sell-or-hold.aspx,"Netflix Stock Below $300: Buy, Sell, or Hold?",Shares have fallen sharply since the company's earnings report last month. Is it time to pull the trigger?,The Motley Fool,2019-08-30 07:03:00-04:00,[],Neutral,Article,138734,6.16
97,https://investorplace.com/2019/08/with-increasing-competition-netflix-stock-looks-less-and-less-bulletproof/,"With Increasing Competition, Netflix Stock Looks Less and Less Bulletproof","NFLX stock may be best left avoided until it becomes clear Disney, and others, can't chip away at Netflix.
The post With Increasing Competition, Netflix Stock Looks Less and Less Bulletproof appeared first on InvestorPlace.",InvestorPlace,2019-08-30 08:49:56-04:00,[],Negative,Article,138568,5.74
98,https://www.marketwatch.com/story/imperial-cuts-netflix-stock-price-target-on-reports-it-has-failed-to-secure-wide-release-for-scorseses-the-irishman-2019-08-29,Imperial cuts Netflix stock price target on reports it has failed to secure wide release for Scorsese's 'The Irishman',Imperial Capital analysts said Thursday they are cutting their stock price target on Netflix Inc.,Market Watch,2019-08-29 11:02:33-04:00,[],Negative,Article,137896,8.29
99,https://www.cnbc.com/2019/08/29/netflix-enters-a-death-cross-and-trader-wont-get-bullish-until-this.html,"Netflix just entered a death cross, but one trader won't get bullish until it rallies 30%","Netflix is trading at its lowest levels since January, and one trader says it could get even worse.",CNBC,2019-08-29 18:06:00-04:00,['tanalysis'],Negative,Article,138637,6.44
0,https://www.fool.com/investing/2019/12/31/price-hike-india-telcos-rain-on-netflix-parade.aspx,Price Hikes for Indian Telcos Rain on Netflix’s Parade,The streaming giant's recent success in this emerging market might be short-lived.,The Motley Fool,2019-12-31 09:15:00-05:00,[],Neutral,Article,231340,6.17
1,https://www.youtube.com/watch?v=j4B97unII4E,"Netflix benefits from focusing solely on content, says SPG Global's Simon Gallagher","Simon Gallagher, SPG Global principal, and Alex Kruglov, former Hulu head of content, join ""Squawk Alley"" to discuss the streaming wars with the success of Disney Plus.",CNBC Television,2019-12-30 12:29:40-05:00,[],Positive,Video,230975,8.79
2,https://www.cnbc.com/2019/12/30/netflix-originals-most-popular-material-on-netflix-in-2019.html,Netflix says its original shows were the most popular new material on Netflix in 2019,The disclosure could bolster Netflix's approach to investing heavily in original content to keep subscribers amid new competition.,CNBC,2019-12-30 12:33:33-05:00,[],Positive,Article,230971,6.56
3,https://www.cnbc.com/2019/12/30/still-bullish-on-netflix-heres-a-way-to-play-the-decades-best-stock.html,Still bullish on Netflix? Here's a way to play the decade's best stock,"Netflix heads into the new year up more than 4,000% this decade, making it the best performer in the S&P 500 throughout the last 10 years.",CNBC,2019-12-30 13:00:11-05:00,[],Positive,Article,230974,6.56
4,https://www.fool.com/investing/2019/12/30/3-things-that-can-go-wrong-for-netflix-stock-in-20.aspx,3 Things That Can Go Wrong for Netflix Stock in 2020,The leading premium video-streaming service will have a lot to prove in the year ahead.,The Motley Fool,2019-12-30 11:43:00-05:00,[],Negative,Article,230904,6.16
5,https://www.gurufocus.com/news/1007822/netflix-needs-to-change-its-content-strategy,Netflix Needs to Change Its Content Strategy,The streaming giant needs to cut back on original content output if it wants to survive.,GuruFocus,2019-12-30 13:00:40-05:00,[],Neutral,Article,231075,5.94
6,https://www.fool.com/investing/2019/12/28/heres-what-to-watch-when-netflix-reports-earnings.aspx,Here's What to Watch When Netflix Reports Earnings,The company could add nearly 8 million subscribers in Q4.,The Motley Fool,2019-12-28 16:30:00-05:00,['earnings'],Positive,Article,230460,8.70
7,https://www.youtube.com/watch?v=sxs1dBwZt4k,Why this investing pro is 'hugely bearish' on Netflix for 2020,"CNBC's ""Closing Bell"" team breaks down how FANG stocks may fare in 2020 as well as tech trends with Mark Zgutowicz, senior analyst at Rosenblatt Securities; Michael Pachter, managing director at Wedbush Securities; and Mark Tepper, Strategic Wealth Partners.",CNBC Television,2019-12-27 16:11:51-05:00,[],Negative,Video,230291,6.54
8,https://www.youtube.com/watch?v=9NfFwQSrZ9U,Piper Jaffray: Netflix will grow subscribers next quarter despite increase competition,"Mike Olson, senior research analyst at Piper Jaffray, explains his bullish stance on Netflix on CNBC's ""Squawk on the Street.",CNBC Television,2019-12-26 11:05:52-05:00,['earnings'],Positive,Video,229574,9.08
9,https://www.youtube.com/watch?v=eU3wt3dZcw8,Netflix focuses on growing in India,"As the U.S. streaming market gets more crowded, Netflix is increasingly focused on growing overseas. CNBC's Seema Mody reports.",CNBC Television,2019-12-26 09:29:06-05:00,[],Positive,Video,229468,6.54
10,https://www.youtube.com/watch?v=mHSQDh0nt5k,Foundation Capital's Paul Holland: Netflix is still a nimble and effective giant,"Paul Holland, general partner at Foundation Capital, discusses Netflix as the stock of the decade on ""Squawk Alley.",CNBC Television,2019-12-26 11:52:09-05:00,[],Positive,Video,229610,6.54
11,https://www.youtube.com/watch?v=BtAB9mlHfFY,Netflix's decade of dominance: 3 trades,"The ""Fast Money"" traders discuss the fate of Netflix as competition continues to increase in the streaming space.",CNBC Television,2019-12-26 19:00:58-05:00,[],Negative,Video,229763,6.54
12,https://www.fool.com/investing/2019/12/26/2-reasons-keeping-netflix-investors-wont-like-them.aspx,The 2 Reasons I'm Keeping Netflix (and Investors Won't Like Either One),The current leader in streaming content has a production problem.,The Motley Fool,2019-12-26 08:40:00-05:00,[],Neutral,Article,229383,6.16
13,https://www.zacks.com/stock/news/688742/netflix-announces-egyptian-original-series-with-abla-fahita,Netflix Announces Egyptian Original Series With Abla Fahita,Netflix (NFLX) is expanding its international content suite in order to woo global subscribers amid intensifying streaming war.,Zacks Investment Research,2019-12-26 09:53:00-05:00,[],Positive,Article,229482,4.86
14,https://www.fool.com/investing/2019/12/25/3-reasons-2020-make-break-year-for-netflix.aspx,3 Reasons 2020 Will Be a Make-Or-Break Year for Netflix,A number of catalysts could lead to a big swing in the stock in the next few months.,The Motley Fool,2019-12-25 11:00:00-05:00,[],Positive,Article,229202,8.41
15,https://www.fool.com/investing/2019/12/25/netflixs-most-important-execs-are-getting-pay-rais.aspx,Netflix's Most Important Execs Are Getting Pay Raises,The pay increases range from 10% to 15.5%.,The Motley Fool,2019-12-25 16:30:00-05:00,[],Positive,Article,229265,6.16
16,https://www.fool.com/investing/2019/12/24/worst-mistake-netflix-investors-can-make-right-now.aspx,The Worst Mistake Netflix Investors Can Make Right Now,"The streaming giant faces new competition and, perhaps, some pricing pressure.",The Motley Fool,2019-12-24 07:15:00-05:00,[],Positive,Article,228718,8.41
17,https://www.youtube.com/watch?v=YNJKUsE6RW8,Former Showtime CEO Matthew Blank on the future of streaming,"Netflix has been the best performing company in the S&P 500 over the past ten years. Matthew Blank, former CEO of Showtime, joins ""Squawk Box"" to discuss the streaming giant's success.",CNBC Television,2019-12-24 10:02:52-05:00,['CEO'],Positive,Video,228885,6.74
18,https://nypost.com/2019/12/24/netflix-hikes-pay-for-execs-reed-hastings-and-ted-sarandos-to-35-million-each/,Netflix hikes pay for execs Reed Hastings and Ted Sarandos to $35 million each,"Netflix honchos will have more cash streaming into their pockets next year. The video-on-demand giant will give its two top executives fattened pay packages in 2020 — each of them worth about $34.6 million, a new filing shows.",New York Post,2019-12-24 12:08:45-05:00,['CEO'],Neutral,Article,229005,6.64
19,https://www.forbes.com/sites/greatspeculations/2019/12/24/why-netflix-should-launch-an-ad-supported-plan-despite-its-past-reservations/,"Why Netflix Should Launch An Ad-Supported Plan, Despite Its Past Reservations","Trefis concludes from its detailed interactive dashboard Why Netflix Should Seriously Consider An Ad-Supported Tier For The U.S. that Netflix could revive U.S. subscriber growth by launching an advertising-supported tier, given the fact that its key rival Hulu has proven that such a model can be monetized effectively.",Forbes,2019-12-24 07:00:00-05:00,[],Positive,Article,228736,6.36
20,https://www.marketwatch.com/story/netflix-ceo-reed-hastings-and-chief-content-officer-ted-sarandos-get-compensation-boost-in-2020-2019-12-24,Netflix CEO Reed Hastings and Chief Content Officer Ted Sarandos get compensation boost in 2020,"Netflix Inc.'s  Chief Executive and Chief Content Officer will enjoy higher compensation in 2020 than 2019, according to a regulatory filing published on Monday.",Market Watch,2019-12-24 09:37:42-05:00,['CEO'],Neutral,Article,228859,6.24
21,https://www.cnbc.com/2019/12/23/netflix-was-the-top-stock-of-the-decade-delivering-over-4000percent-return.html,"Netflix was the best-performing stock of the decade, delivering a more than 4,000% return","Faced with an existential crisis in 2011, Netflix CEO Reed Hastings apologized to customers and then set about leading investors on a historic run.",CNBC,2019-12-23 08:04:52-05:00,[],Positive,Article,227984,6.56
22,https://www.cnbc.com/2019/12/23/here-are-some-guesses-at-what-could-be-the-best-stock-of-the-2020s.html,Netflix shares won the decade. Here are some guesses at what could be the top stock of the 2020s,Are there any other Netflix-like stocks out there for the next decade?,CNBC,2019-12-23 08:41:03-05:00,[],Positive,Article,228015,6.56
23,https://www.youtube.com/watch?v=eGpUz_FVAtY,Netflix will lose four million US premium tier subscribers in 2020: Analyst,"Laura Martin of Needham discusses how streaming services will fare in 2020 with CNBC's ""Power Lunch"" team.",CNBC Television,2019-12-23 15:00:32-05:00,[],Negative,Video,228506,6.54
24,https://deadline.com/2019/12/netflix-ceo-reed-hastings-content-chief-ted-sarandos-to-get-pay-bumps-in-2020-1202816527/,"Netflix CEO Reed Hastings, Content Chief Ted Sarandos To Get Pay Bumps In 2020","Netflix CEO Reed Hastings will see his total compensation rise 10% to just shy of $34.7 million in 2020, the company disclosed Monday in an SEC filing.",Deadline,2019-12-23 17:48:46-05:00,['CEO'],Neutral,Article,228605,6.52
25,https://www.fool.com/investing/2019/12/23/maybe-disney-isnt-a-netflix-killer-after-all.aspx,"Maybe Disney+ Isn't a Netflix Killer, After All",The House of Mouse might not be a big threat to Netflix's global momentum.,The Motley Fool,2019-12-23 09:00:00-05:00,[],Positive,Article,228050,6.16
26,https://www.fool.com/investing/2019/12/23/where-netflix-goes-from-here-according-to-content.aspx,"Where Netflix Goes From Here, According to Content Chief Ted Sarandos","Finding out how many people watched Martin Scorsese's big-budget gangster epic ""The Irishman"" was just one unexpected gem.",The Motley Fool,2019-12-23 10:20:00-05:00,[],Neutral,Article,228196,6.16
27,https://www.fool.com/news/2019/12/23/netflix-stock-will-surge-25-to-420-in-2020-accordi.aspx,"Netflix Stock Will Surge 25% to $420 in 2020, According to This Analyst",This incredible growth story is far from over.,The Motley Fool,2019-12-23 12:33:00-05:00,[],Positive,Article,228376,6.16
28,https://investorplace.com/2019/12/without-advertising-netflix-stock-is-toast/,"Without Advertising, Netflix Stock Is Toast","If Netflix's prices cost it U.S. subscribers, NFLX stock could be in trouble.",InvestorPlace,2019-12-23 06:56:23-05:00,[],Neutral,Article,227946,5.74
29,https://investorplace.com/2019/12/netflix-stock-opportunity-has-legs-2020/,Netflix Stock Opportunity Has Legs Heading Into 2020,NFLX stock is on a massive rebound rally. The target is still higher but short term there might be levels to know for better success.,InvestorPlace,2019-12-23 13:40:12-05:00,[],Positive,Article,228455,5.74
30,https://www.zacks.com/stock/news/684906/can-netflixs-nflx-decade-of-streaming-dominance-continue-in-the-2020s,Can Netflix's (NFLX) Decade of Streaming Dominance Continue in the 2020s?,"Netflix (NFLX) stock has been on a roller coaster ride recently, but it is still the best performing stock of the last decade.",Zacks Investment Research,2019-12-23 18:53:00-05:00,[],Positive,Article,228663,4.86
31,https://www.zacks.com/stock/news/684146/netflixs-solid-content-portfolio-aids-growth-in-asia-pacific,Netflix's Solid Content Portfolio Aids Growth in Asia Pacific,"Netflix's (NFLX) expanding content portfolio in India, Vietnam and Korea is driving growth in the Asia-Pacific region, its fastest-growing international market.",Zacks Investment Research,2019-12-23 09:23:00-05:00,[],Positive,Article,228232,4.86
32,https://www.fool.com/investing/2019/12/21/guess-which-streaming-service-has-the-most-popular.aspx,Guess Which Streaming Service Has the Most Popular Movies?,It's not who you might think.,The Motley Fool,2019-12-21 11:04:00-05:00,[],Positive,Article,227666,6.16
33,https://www.reuters.com/article/us-global-markets-decade-stocks-graphic/graphic-for-veteran-netflix-shareholders-its-been-a-very-good-decade-idUSKBN1YO1BG,"Graphic: For veteran Netflix shareholders, it's been a very good decade","For long-term shareholders of Netflix, the end of December marks an extremely rewarding decade.",Reuters,2019-12-20 07:05:22-05:00,[],Positive,Article,226998,6.51
34,https://www.benzinga.com/analyst-ratings/analyst-color/19/12/15027535/netflix-analyst-likes-latin-america-subscribers-still-neutral-on-stock?utm_source=snapi,"Netflix Analyst Likes Latin America Subscribers, Still Neutral On Stock","Netflix Inc (NASDAQ: NFLX) this week reported higher-than-expected subscriber figures in Latin America, but room for more growth in the Asia-Pacific region, Nomura Instinet said.",Benzinga,2019-12-20 15:00:10-05:00,[],Positive,Article,227474,6.27
35,https://www.fool.com/investing/2019/12/20/netflixs-price-increases-have-worked-wonders.aspx,Netflix's Price Increases Have Worked Wonders,A dollar per month here and a couple dollars per month there can add up quickly.,The Motley Fool,2019-12-20 08:45:00-05:00,[],Positive,Article,227015,6.16
36,https://seekingalpha.com/article/4313354-netflix-is-clearly-not-overvalued,Netflix Is Clearly Not Overvalued,The bullish sentiment about Netflix is growing.,Seeking Alpha,2019-12-19 11:28:06-05:00,[],Positive,Article,226330,7.36
37,https://www.benzinga.com/analyst-ratings/analyst-color/19/12/15018374/what-2-analysts-liked-about-netflixs-market-by-market-breakdown?utm_source=snapi,What 2 Analysts Liked About Netflix's Market-By-Market Breakdown,Netflix Inc (NASDAQ: NFLX) released a cache of data on global operations earlier this week.,Benzinga,2019-12-19 10:22:31-05:00,[],Positive,Article,226219,6.27
38,https://www.fool.com/investing/2019/12/19/most-important-numbers-netflix-new-regional-report.aspx,The Most Important Numbers in Netflix's New Regional Reporting,This is the best indication of the impact of Netflix's regional strategies and competition.,The Motley Fool,2019-12-19 07:52:00-05:00,[],Positive,Article,226055,6.16
39,https://www.fool.com/investing/2019/12/19/3-things-that-made-netflix-stock-soar-this-week.aspx,3 Things That Made Netflix Stock Soar This Week,"Recent developments have shown that Netflix was down, but not out.",The Motley Fool,2019-12-19 16:03:07-05:00,[],Positive,Article,226617,6.16
40,https://nypost.com/2019/12/18/netflix-data-reveals-how-foreign-markets-are-fueling-its-growth/,Netflix data reveals how foreign markets are fueling its growth,Netflix released three years’ worth of revenue and subscription data this week that show just how fast the streaming giant is growing internationally.,New York Post,2019-12-18 10:57:07-05:00,[],Positive,Article,225475,6.44
41,https://www.forbes.com/sites/annabenyehudarahmanan/2019/12/18/netflix-released-more-original-productions-in-2019-alone-than-all-tv-networks-did-in-2005/,Netflix Released More Original Productions in 2019 Alone Than All TV Networks Did in 2005,The streaming giant dropped 371 originals in 2019 alone.,Forbes,2019-12-18 14:14:48-05:00,[],Positive,Article,225603,6.36
42,https://www.fool.com/investing/2019/12/18/netflixs-regional-data-in-3-must-see-charts.aspx,Netflix's Regional Data in 3 Must-See Charts,The streaming video veteran finally shared detailed financial data for its geographical regions. These charts will help you understand that treasure trove.,The Motley Fool,2019-12-18 06:11:00-05:00,[],Positive,Article,224991,6.16
43,https://www.marketwatch.com/story/netflixs-stock-surges-again-after-bofa-securities-says-buy-following-streaming-video-user-survey-2019-12-18,Netflix's stock surges again after BofA Securities says 'buy' following streaming video user survey,"Shares of Netflix Inc. NFLX, +3.08% rallied 2.9% in afternoon trading Wednesday, putting them on track to close at a 5 1/2-month high, after BofA Securities said a proprietary survey of streaming video service users indicated the introduction of Walt Disney Co.",Market Watch,2019-12-18 14:18:25-05:00,[],Positive,Article,225606,6.04
44,https://seekingalpha.com/article/4313116-misunderstanding-netflix,Misunderstanding Netflix,Misunderstanding Netflix,Seeking Alpha,2019-12-18 10:19:05-05:00,[],Neutral,Article,225294,5.11
45,https://deadline.com/2019/12/netflix-shares-rise-release-of-global-subscriber-stats-unleashes-bulls-1202811483/,Netflix Shares Rise After Release Of Global Subscriber Data Emboldens Bulls,"Netflix stock rose nearly 4% Tuesday — the biggest move on an otherwise sleepy day for media and technology shares — after investors absorbed newly released global subscriber data. The stock hit $316, its highest level in three weeks, heading toward the final hour of the trading day. While Netflix shares spent several months below",Deadline,2019-12-17 14:43:27-05:00,[],Positive,Article,224701,6.31
46,https://www.fastcompany.com/90440331/netflix-promises-to-release-more-audience-numbers,This is the counterintuitive benefit to viewers if Netflix releases more audience numbers,"How more transparency from Netflix about its viewership could only help the streaming giant make better programming.
Netflix recently tweeted that The Irishman was watched by 26.4 million accounts globally within its first seven days on the platform.",Fast Company,2019-12-17 06:00:08-05:00,[],Positive,Article,224055,6.29
47,https://www.benzinga.com/news/earnings/19/12/15000315/netflix-releases-international-revenue-and-subscription-data?utm_source=snapi,Netflix Releases International Revenue And Subscription Data,Netflix Inc (NASDAQ: NFLX) has disclosed its revenue and subscription data for regions outside of the U.S.,Benzinga,2019-12-17 00:55:28-05:00,[],Positive,Article,224027,6.27
48,https://www.fool.com/investing/2019/12/17/heres-the-most-detailed-breakdown-of-netflixs-subs.aspx,Here's the Most Detailed Breakdown of Netflix's Subscriber Base Ever,"Ahead of revamping its financial reporting structure, Netflix opens its books.",The Motley Fool,2019-12-17 11:00:00-05:00,[],Neutral,Article,224451,6.16
49,https://www.zacks.com/stock/news/675061/netflix-reveals-regional-data-displays-overseas-strength,"Netflix Reveals Regional Data, Displays Overseas Strength",Netflix (NFLX) discloses regional subscriber numbers in a regulatory filing that reflects rapidly growing international business.,Zacks Investment Research,2019-12-17 10:22:00-05:00,[],Positive,Article,224466,4.86
50,https://deadline.com/2019/12/new-netflix-subscriber-and-revenue-figures-underscore-boom-outside-u-s-1202810784/,New Netflix Subscriber And Revenue Figures Underscore Boom Outside U.S.,"Emphasizing its surge in growth internationally, as its U.S. and Canada business settles into a less dynamic mode, Netflix released three years of revenue and subscription figures Monday.",Deadline,2019-12-16 16:42:55-05:00,[],Positive,Article,223851,8.56
51,https://www.reuters.com/article/us-netflix-revenue/netflixs-asia-pacific-business-has-biggest-gains-over-the-past-three-years-idUSKBN1YK21V,Netflix's Asia-Pacific business has biggest gains over the past three years,"Streaming giant Netflix  is accelerating its growth overseas, with its Asia-Pacific business recording the biggest membership and revenue gains among all regions over the past three years.",Reuters,2019-12-16 16:14:15-05:00,[],Positive,Article,223848,6.51
52,https://www.forbes.com/sites/alanwolk/2019/12/16/to-take-on-netflix-overseas-competitors-will-need-to-learn-to-download/,"To Take On Netflix Overseas, Competitors Will Need To Learn To Download",One of the more interesting takeaways from the Penthera survey was that a whopping 83% of respondents said they expected streaming services to include the ability to download content.,Forbes,2019-12-16 11:48:22-05:00,[],Positive,Article,223622,6.36
53,https://www.fool.com/investing/2019/12/16/americans-spend-more-time-streaming-netflix-than-a.aspx,Americans Spend More Time Streaming Netflix Than Any Other Service,"And that’s not changing anytime soon, according to new data from streaming TV researchers.",The Motley Fool,2019-12-16 10:45:11-05:00,[],Neutral,Article,223464,6.16
54,https://www.fool.com/investing/2019/12/16/has-netflix-beaten-disney-and-hbo-at-their-own-gam.aspx,Has Netflix Beaten Disney and HBO at Their Own Game?,"The streaming wars are about to heat up, and Netflix is proving to be a more-than-formidable opponent.",The Motley Fool,2019-12-16 12:45:00-05:00,[],Neutral,Article,223580,6.16
55,https://www.marketwatch.com/story/netflix-provides-subscriber-numbers-from-different-regions-for-first-time-2019-12-16,Netflix provides subscriber numbers from different regions for first time,Netflix Inc. disclosed subscriber numbers for several different regions Monday afternoon as it moves toward a more detailed breakdown of its subscribers.,Market Watch,2019-12-16 16:49:21-05:00,[],Neutral,Article,223850,6.04
56,https://www.cnet.com/news/netflix-finally-spilled-how-many-members-it-has-region-by-region/,Netflix finally spilled how many members it has region by region,The US isn't likely to stay its biggest market for long.,CNET,2019-12-16 17:05:00-05:00,[],Positive,Article,223907,5.56
57,https://www.fool.com/investing/2019/12/14/netflix-investors-could-get-a-year-end-bonus.aspx,Netflix Investors Could Get a Year-End Bonus,"After a few difficult quarters, Netflix might come roaring back.",The Motley Fool,2019-12-14 08:11:00-05:00,[],Positive,Article,222863,6.16
58,https://www.fool.com/investing/2019/12/14/why-im-cutting-netflix-and-millions-of-americans-m.aspx,"Why I'm Cutting Netflix -- and Millions of Americans Might, Too","Streaming options are getting better, and Netflix may be left out in the cold.",The Motley Fool,2019-12-14 12:17:00-05:00,[],Negative,Article,222917,6.16
59,https://www.fool.com/investing/2019/12/14/new-subscription-plans-netflix-going-all-in-india.aspx,New Subscription Plans Show Netflix Is Going All In on India,The streaming giant is testing additional pricing plans and increasing its local content in an effort to tap what could potentially be an extremely lucrative market.,The Motley Fool,2019-12-14 12:31:00-05:00,[],Positive,Article,222916,6.16
60,https://www.fool.com/investing/2019/12/14/you-can-teach-an-old-netflix-some-new-streaming-tr.aspx,You Can Teach an Old Netflix Some New Streaming Tricks,Netflix may be testing discounted long-term plans in a populous overseas market.,The Motley Fool,2019-12-14 17:00:00-05:00,[],Neutral,Article,222937,6.16
61,https://seekingalpha.com/article/4312377-rising-competition-may-not-be-hurting-netflix-all,Rising Competition May Not Be Hurting Netflix At All,Rising Competition May Not Be Hurting Netflix At All,Seeking Alpha,2019-12-13 11:26:13-05:00,[],Positive,Article,222471,7.36
62,https://www.benzinga.com/analyst-ratings/analyst-color/19/12/14988183/needhams-martin-defends-her-prediction-that-netflix-subscriptions-will-fall?utm_source=snapi,Needham's Martin Defends Her Prediction That Netflix Subscriptions Will Fall,Notable Netflix Inc (NASDAQ: NFLX) analyst Laura Martin said in a Tuesday note to clients the streaming media giant could lose 4 million subscribers in the U.S.,Benzinga,2019-12-13 13:13:09-05:00,[],Negative,Article,222626,6.27
63,https://www.fool.com/investing/2019/12/13/netflix-competitors-overpaying-for-old-shows.aspx,Netflix Says Competitors Are Overpaying for Old Shows,Content chief Ted Sarandos says old series don't produce the same value as originals.,The Motley Fool,2019-12-13 12:04:29-05:00,[],Neutral,Article,222490,6.16
64,https://www.fool.com/investing/2019/12/12/netflix-might-finally-achieve-milestone-it-coveted.aspx,Netflix Might Finally Achieve the Milestone It Has Long Coveted,"After years of disappointment, 2019 might just be the year it earns recognition for the theatrical work its financing.",The Motley Fool,2019-12-12 07:26:00-05:00,[],Positive,Article,221229,6.16
65,https://www.fool.com/investing/2019/12/12/why-ad-supported-price-tier-makes-sense-netflix.aspx,Why an Ad-Supported Pricing Tier Makes Sense for Netflix,"The streaming company doesn't need it, but Netflix would benefit from having it.",The Motley Fool,2019-12-12 07:49:00-05:00,[],Neutral,Article,221268,6.16
66,https://www.fool.com/investing/2019/12/12/netflix-is-testing-even-more-plans-in-india.aspx,Netflix Is Testing Even More Plans in India,The streaming pioneer has big ambitions for the country.,The Motley Fool,2019-12-12 10:30:00-05:00,[],Positive,Article,221471,6.16
67,https://www.cnbc.com/2019/12/11/netflix-is-facing-a-recipe-for-disaster-after-downgrade.html,"Netflix is spiraling toward a 'recipe for disaster,' investor warns after downgrade","Netflix shares fell 3% after a downgrade from Needham's Laura Martin cited concerns around subscriber weakness, and experts fear the pain could get worse.",CNBC,2019-12-11 07:04:36-05:00,[],Negative,Article,220343,8.81
68,https://nypost.com/2019/12/11/netflix-expects-40-million-to-watch-the-irishman-in-first-month/,Netflix expects 40 million to watch ‘The Irishman’ in first month,"Netflix expects about 40 million members to watch its acclaimed mob movie “The Irishman” in its first month despite its epic length. Some 26.4 million accounts viewed Martin Scorsese’s three-and-a-half hour tale in its first week on the platform, Chief Content Officer Ted Sarandos said.",New York Post,2019-12-11 11:28:52-05:00,[],Positive,Article,220702,6.44
69,https://www.fool.com/investing/2019/12/11/needham-renews-call-for-ads-on-netflix.aspx,Needham Renews Call for Ads on Netflix,This Wall Street analyst wants Netflix to take a page out of Roku's playbook.,The Motley Fool,2019-12-11 08:30:00-05:00,[],Neutral,Article,220405,6.16
70,https://www.fool.com/investing/2019/12/11/netflix-serious-reach-100-million-indian-subscribe.aspx,Netflix Is Serious About Reaching 100 Million Indian Subscribers,Netflix's CEO recently announced a massive content budget for India.,The Motley Fool,2019-12-11 08:59:05-05:00,[],Neutral,Article,220431,6.16
71,https://www.fool.com/investing/2019/12/11/how-risky-is-netflix.aspx,How Risky Is Netflix?,"Investors should look to content costs, competition, and debt to help measure 2020 risk factors.",The Motley Fool,2019-12-11 11:14:39-05:00,[],Neutral,Article,220653,6.16
